id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;data_end
3160;7;0;upload\admin\controller\marketing\marketing.php;377;494;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerMarketingMarketing;;3;The method getForm() has 118 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3163;7;17;upload\admin\controller\module\banner.php;5;104;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleBanner;;3;The method index() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3164;7;17;upload\admin\controller\module\carousel.php;5;108;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleCarousel;;3;The method index() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3171;7;17;upload\admin\controller\module\pp_login.php;5;301;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModulePPLogin;;3;The method index() has 297 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3174;7;17;upload\admin\controller\module\slideshow.php;5;104;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleSlideshow;;3;The method index() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3189;7;17;upload\admin\controller\openbay\ebay.php;80;368;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEbay;;3;The method settings() has 289 lines of code. Current threshold is set to 100. Avoid really long methods.;The method settings() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3204;7;17;upload\admin\controller\openbay\ebay.php;1107;1221;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEbay;;3;The method editLoad() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method editLoad() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3210;7;17;upload\admin\controller\openbay\ebay.php;1237;1431;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEbay;;3;The method create() has 195 lines of code. Current threshold is set to 100. Avoid really long methods.;The method create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3214;7;17;upload\admin\controller\openbay\ebay.php;1433;1616;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEbay;;3;The method createBulk() has 184 lines of code. Current threshold is set to 100. Avoid really long methods.;The method createBulk() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3219;7;17;upload\admin\controller\openbay\ebay.php;1675;1839;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEbay;;3;The method verifyBulk() has 165 lines of code. Current threshold is set to 100. Avoid really long methods.;The method verifyBulk() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3224;7;17;upload\admin\controller\openbay\ebay.php;1887;2050;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEbay;;3;The method listItemBulk() has 164 lines of code. Current threshold is set to 100. Avoid really long methods.;The method listItemBulk() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3230;7;17;upload\admin\controller\openbay\etsy.php;73;178;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEtsy;;3;The method settings() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method settings() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3236;7;17;upload\admin\controller\openbay\etsy_product.php;5;115;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEtsyProduct;;3;The method create() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3248;7;17;upload\admin\controller\openbay\etsy_product.php;377;520;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayEtsyProduct;;3;The method listings() has 144 lines of code. Current threshold is set to 100. Avoid really long methods.;The method listings() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3259;7;17;upload\admin\controller\payment\authorizenet_sim.php;5;157;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentAuthorizeNetSim;;3;The method index() has 153 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3265;7;8;upload\admin\controller\payment\bluepay_hosted_form.php;5;194;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentBluePayHostedForm;;3;The method index() has 190 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.0.1.0;2014-10-01;2014-11-30
3277;7;17;upload\admin\controller\payment\bluepay_redirect.php;5;170;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentBluepayredirect;;3;The method index() has 166 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3289;7;17;upload\admin\controller\payment\firstdata.php;5;244;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentFirstdata;;3;The method index() has 240 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3298;7;17;upload\admin\controller\payment\firstdata_remote.php;5;315;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentFirstdataRemote;;3;The method index() has 311 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3311;7;17;upload\admin\controller\payment\pp_payflow.php;5;158;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentPPPayflow;;3;The method index() has 154 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3317;7;17;upload\admin\controller\payment\realex.php;5;288;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentRealex;;3;The method index() has 284 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3330;7;17;upload\admin\controller\payment\realex_remote.php;5;254;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentRealexRemote;;3;The method index() has 250 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3351;7;17;upload\admin\controller\payment\sagepay_server.php;5;185;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSagepayServer;;3;The method index() has 181 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3363;7;17;upload\admin\controller\payment\securetrading_pp.php;5;287;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSecureTradingPp;;3;The method index() has 283 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3376;7;17;upload\admin\controller\payment\securetrading_ws.php;8;308;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSecureTradingWs;;3;The method index() has 301 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3390;7;20;upload\admin\controller\report\affiliate.php;3;129;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerReportAffiliate;;3;The method index() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;3.0.0.0;2014-10-01;2017-06-19
3394;7;20;upload\admin\controller\report\affiliate_activity.php;3;156;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerReportAffiliateActivity;;3;The method index() has 154 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;3.0.0.0;2014-10-01;2017-06-19
3398;7;20;upload\admin\controller\report\customer_activity.php;3;166;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerReportCustomerActivity;;3;The method index() has 164 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;3.0.0.0;2014-10-01;2017-06-19
3402;7;20;upload\admin\controller\report\marketing.php;3;155;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerReportMarketing;;3;The method index() has 153 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;3.0.0.0;2014-10-01;2017-06-19
3411;7;13;upload\admin\controller\sale\custom_field.php;113;304;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomField;;3;The method getList() has 192 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3415;7;13;upload\admin\controller\sale\custom_field.php;306;502;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomField;;3;The method getForm() has 197 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3426;7;13;upload\admin\controller\sale\customer.php;910;1011;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomer;;3;The method validateForm() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validateForm() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3433;7;13;upload\admin\controller\sale\order.php;119;249;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method delete() has 131 lines of code. Current threshold is set to 100. Avoid really long methods.;The method delete() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3437;7;0;upload\admin\controller\sale\order.php;2135;2323;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method shipping() has 189 lines of code. Current threshold is set to 100. Avoid really long methods.;The method shipping() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3452;7;0;upload\admin\controller\tool\upload.php;64;251;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerToolUpload;;3;The method getList() has 188 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3462;7;0;upload\admin\controller\user\api.php;113;264;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerUserApi;;3;The method getList() has 152 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3466;7;0;upload\admin\controller\user\api.php;266;366;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerUserApi;;3;The method getForm() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3469;7;16;upload\admin\model\catalog\category.php;61;160;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelCatalogCategory;;3;The method editCategory() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method editCategory() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.2.0.0;2014-10-01;
3583;7;17;upload\admin\model\payment\securetrading_ws.php;173;297;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelPaymentSecureTradingWs;;3;The method getCsv() has 125 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getCsv() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3624;7;0;upload\catalog\controller\account\return.php;276;556;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountReturn;;3;The method add() has 281 lines of code. Current threshold is set to 100. Avoid really long methods.;The method add() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3632;7;0;upload\catalog\controller\api\cart.php;110;232;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerApiCart;;3;The method products() has 123 lines of code. Current threshold is set to 100. Avoid really long methods.;The method products() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3642;7;0;upload\catalog\controller\api\order.php;3;322;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerApiOrder;;3;The method add() has 320 lines of code. Current threshold is set to 100. Avoid really long methods.;The method add() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3646;7;0;upload\catalog\controller\api\order.php;324;623;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerApiOrder;;3;The method edit() has 300 lines of code. Current threshold is set to 100. Avoid really long methods.;The method edit() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3653;7;0;upload\catalog\controller\api\payment.php;3;135;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerApiPayment;;3;The method address() has 133 lines of code. Current threshold is set to 100. Avoid really long methods.;The method address() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3663;7;0;upload\catalog\controller\api\shipping.php;3;137;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerApiShipping;;3;The method address() has 135 lines of code. Current threshold is set to 100. Avoid really long methods.;The method address() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3681;7;0;upload\catalog\controller\checkout\guest.php;159;352;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutGuest;;3;The method save() has 194 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3685;7;0;upload\catalog\controller\checkout\guest_shipping.php;99;215;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutGuestShipping;;3;The method save() has 117 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3691;7;0;upload\catalog\controller\checkout\payment_address.php;69;191;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutPaymentAddress;;3;The method save() has 123 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3697;7;0;upload\catalog\controller\checkout\register.php;101;262;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutRegister;;3;The method save() has 162 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3703;7;13;upload\catalog\controller\checkout\shipping.php;59;175;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutShipping;;3;The method quote() has 117 lines of code. Current threshold is set to 100. Avoid really long methods.;The method quote() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3708;7;0;upload\catalog\controller\checkout\shipping_address.php;75;202;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutShippingAddress;;3;The method save() has 128 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3717;7;0;upload\catalog\controller\common\cart.php;3;143;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCommonCart;;3;The method index() has 141 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3725;7;17;upload\catalog\controller\feed\google_base.php;3;109;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerFeedGoogleBase;;3;The method index() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3736;7;8;upload\catalog\controller\module\pp_login.php;57;207;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModulePPLogin;;3;The method login() has 151 lines of code. Current threshold is set to 100. Avoid really long methods.;The method login() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.0.1.0;2014-10-01;2014-11-30
3743;7;17;upload\catalog\controller\openbay\amazon.php;3;313;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayAmazon;;3;The method order() has 311 lines of code. Current threshold is set to 100. Avoid really long methods.;The method order() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3758;7;17;upload\catalog\controller\openbay\amazonus.php;3;314;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerOpenbayAmazonus;;3;The method order() has 312 lines of code. Current threshold is set to 100. Avoid really long methods.;The method order() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3778;7;13;upload\catalog\controller\payment\amazon_checkout.php;521;657;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentAmazonCheckout;;3;The method processOrder() has 137 lines of code. Current threshold is set to 100. Avoid really long methods.;The method processOrder() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3782;7;13;upload\catalog\controller\payment\amazon_checkout.php;756;892;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentAmazonCheckout;;3;The method shippingQuotes() has 137 lines of code. Current threshold is set to 100. Avoid really long methods.;The method shippingQuotes() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
3794;7;17;upload\catalog\controller\payment\firstdata.php;91;237;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentFirstdata;;3;The method notify() has 147 lines of code. Current threshold is set to 100. Avoid really long methods.;The method notify() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3809;7;17;upload\catalog\controller\payment\pp_payflow.php;85;194;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentPPPayflow;;3;The method send() has 110 lines of code. Current threshold is set to 100. Avoid really long methods.;The method send() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3816;7;17;upload\catalog\controller\payment\pp_standard.php;103;205;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentPPStandard;;3;The method callback() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method callback() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3821;7;17;upload\catalog\controller\payment\realex.php;90;238;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentRealex;;3;The method notify() has 149 lines of code. Current threshold is set to 100. Avoid really long methods.;The method notify() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3828;7;17;upload\catalog\controller\payment\realex_remote.php;68;233;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentRealexRemote;;3;The method send() has 166 lines of code. Current threshold is set to 100. Avoid really long methods.;The method send() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3835;7;17;upload\catalog\controller\payment\realex_remote.php;235;348;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentRealexRemote;;3;The method acsReturn() has 114 lines of code. Current threshold is set to 100. Avoid really long methods.;The method acsReturn() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3849;7;17;upload\catalog\controller\payment\sagepay_server.php;43;176;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSagepayServer;;3;The method send() has 134 lines of code. Current threshold is set to 100. Avoid really long methods.;The method send() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3853;7;17;upload\catalog\controller\payment\sagepay_server.php;178;403;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSagepayServer;;3;The method callback() has 226 lines of code. Current threshold is set to 100. Avoid really long methods.;The method callback() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3861;7;17;upload\catalog\controller\payment\securetrading_ws.php;67;223;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSecureTradingWs;;3;The method process() has 157 lines of code. Current threshold is set to 100. Avoid really long methods.;The method process() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3890;7;0;upload\catalog\model\checkout\order.php;250;822;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelCheckoutOrder;;3;The method addOrderHistory() has 573 lines of code. Current threshold is set to 100. Avoid really long methods.;The method addOrderHistory() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;;2014-10-01;
3901;7;17;upload\catalog\model\openbay\etsy_order.php;105;263;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelOpenbayEtsyOrder;;3;The method create() has 159 lines of code. Current threshold is set to 100. Avoid really long methods.;The method create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3921;7;17;upload\catalog\model\payment\firstdata_remote.php;32;194;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelPaymentFirstdataRemote;;3;The method capturePayment() has 163 lines of code. Current threshold is set to 100. Avoid really long methods.;The method capturePayment() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
3938;7;17;upload\catalog\model\payment\realex_remote.php;125;325;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelPaymentRealexRemote;;3;The method capturePayment() has 201 lines of code. Current threshold is set to 100. Avoid really long methods.;The method capturePayment() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.3.0.0;2014-10-01;2016-07-30
4040;7;13;upload\system\library\ebay.php;1166;1386;ExcessiveMethodLength;Code Size Rules;#NAME?;Ebay;;3;The method updateSettings() has 221 lines of code. Current threshold is set to 100. Avoid really long methods.;The method updateSettings() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.0.0;2.1.0.0;2014-10-01;2015-09-27
4092;8;20;upload\admin\controller\extension\installer.php;253;358;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerExtensionInstaller;;3;The method ftp() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method ftp() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;3.0.0.0;2014-11-30;2017-06-19
4094;8;17;upload\admin\controller\extension\module.php;94;195;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerExtensionModule;;3;The method getList() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4100;8;20;upload\admin\controller\extension\openbay.php;1141;1799;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerExtensionOpenbay;;3;The method items() has 659 lines of code. Current threshold is set to 100. Avoid really long methods.;The method items() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;3.0.0.0;2014-11-30;2017-06-19
4107;8;13;upload\admin\controller\module\amazon_button.php;5;117;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleAmazonButton;;3;The method index() has 113 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.1.0.0;2014-11-30;2015-09-27
4112;8;17;upload\admin\controller\module\bestseller.php;5;146;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleBestSeller;;3;The method index() has 142 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4117;8;17;upload\admin\controller\module\ebay_listing.php;5;216;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleEbayListing;;3;The method index() has 212 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4121;8;17;upload\admin\controller\module\html.php;5;119;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleHTML;;3;The method index() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4124;8;17;upload\admin\controller\module\latest.php;5;146;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleLatest;;3;The method index() has 142 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4129;8;17;upload\admin\controller\module\special.php;5;147;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleSpecial;;3;The method index() has 143 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4138;8;17;upload\admin\controller\payment\bluepay_hosted.php;5;193;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentBluePayHosted;;3;The method index() has 189 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4148;8;17;upload\admin\controller\payment\skrill.php;5;170;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentSkrill;;3;The method index() has 166 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
4184;8;17;upload\admin\model\openbay\openbay.php;329;545;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelOpenbayOpenbay;;3;The method update() has 217 lines of code. Current threshold is set to 100. Avoid really long methods.;The method update() has  lines of code. Current threshold is set to . Avoid really long methods.;2.0.1.0;2.3.0.0;2014-11-30;2016-07-30
